rank,lemma,romanization,pos,posExpanded,gloss,example,frequency,dispersion
1917,차라리,charari,adv.,adverb,would rather,차라리 내가 갈 걸 그랬다. — I would rather have gone myself.,77,0.87
1918,경향,gyeonghyang,n.,noun,"tendency, inclination",그 정당은 보수적 경향을 보인다. — That political party is conservatively inclined.,77,0.83
1919,몹시,mopsi,adv.,adverb,"exceedingly, awfully",지훈은 몹시 흥분해 있었다. — Jihun was overly excited.,77,0.88
1920,보도,bodo,n.,noun,"report, coverage",보도가 이미 나갔지. — The report already went out.,77,0.84
1921,아가씨,agassi,n.,noun,"young lady, Miss",이십 대 아가씨가 들어왔어. — A young lady in her twenties came in.,77,0.78
1922,돌아서다,doraseoda,v.,verb,turn around,돌아서는 아버지가 쓸쓸해 보이더라. — My father turned around and looked lonely.,77,0.82
1923,사무실,samusil,n.,noun,office,민준이 내 사무실로 찾아왔더군. — Minjun visited me at my office.,77,0.94
1924,마침내,machimnae,adv.,adverb,finally,"마침내 아기가 태어났다. — Finally, a baby was born.",77,0.92
1925,사용,sayong,n.,noun,use,우리는 포크대신 수저를 사용해요. — We use a spoon and chopsticks instead of a fork.,77,0.82
1926,젖다,jeotda,v.,verb,"get wet, get soaked",땀으로 온몸이 흠뻑 젖었구나. — The whole body was soaked with sweat.,77,0.91
1927,부대,budae,n.,noun,"troops, corps",부대가 여기에 주둔하고 있다. — The troops are located here.,77,0.96
1928,더군,deogun,e.,"ending, connective, final","FINAL, RETROSPECT",강물이 많이 불었더군. — The river has risen much.,77,0.81
1929,근처,geuncheo,n.,noun,nearby (area),학교 근처에 가게가 하나 있어요. — There is a store near the school.,77,0.9
1930,찌르다,jjireuda,v.,verb,stab; prick; poke,통증이 그녀의 가슴을 찔렀다. — The pain stabbed her in the chest.,77,0.78
1931,챙기다,chaenggida,v.,verb,"gather, arrange",선생님은 가방을 챙기고 계셨어. — The teacher gathered his bag.,76,0.88
1932,인구,ingu,n.,noun,population,도시의 인구가 증가하고 있다. — The city population is growing.,76,0.85
1933,이쁘다,ippeuda,a.,adjective,pretty,이쁜 소녀가 가게로 들어왔어요. — A pretty girl came into the store.,76,0.24
1934,입술,ipsul,n.,noun,lips,민서는 입술에 립스틱을 발랐어. — Minseo put lipstick on her lips.,76,0.77
1935,민주주의,minjujuui,n.,noun,democracy,민주주의는 개인의 인권을 존중한다. — Democracy respects the rights of individuals.,76,0.88
1936,그만큼,geumankeum,adv.,adverb,"that much, to that extent",그 사람이 나를 그만큼 사랑하나 봐요. — He seems to love me that much.,76,0.96
1937,지도,jido,n.,noun,"guidance, instruction",코치의 지도는 완벽했어. — The coach’s instruction was perfect.,76,0.91
1938,소원,sowon,n.,noun,"wish, desire",사람들은 달을 보며 소원을 빌었다. — People made their wishes while looking at the moon.,76,0.54
1939,축구,chukgu,n.,noun,"soccer, football",축구는 전 세계인을 열광시킨다. — Soccer excites the whole world.,76,0.59
1940,부정,bujeong,n.,noun,"illegality, corruption",부정행위는 처벌받아야 한다. — Illegal behavior must be punished.,76,0.86
1941,잘못하다,jalmotada,v.,verb,"make a mistake, blunder",제가 말을 잘못했어요. — I made a mistake when I spoke.,76,0.65
1942,일제,ilje,n.,noun,Japanese Empire,일제의 지배는 35년 동안 지속되었다. — The Japanese Empire’s government lasted for thirty-five years.,76,0.93
1943,실시하다,silsihada,v.,verb,"implement, carry out, enforce",새로운 정책을 실시할 겁니다. — A new policy will be implemented.,76,0.73
1944,즐겁다,jeulgeopda,a.,adjective,"pleasant, joyful",일할 수 있어서 즐겁다. — I’m pleased because I can work.,76,0.97
1945,이틀,iteul,n.,noun,two days,이틀 동안 잠만 잤단다. — All I did was sleep these two days.,76,0.86
1946,평생,pyeongsaeng,n.,noun,"lifetime, entire life",그는 평생 혼자서 살았지. — He lived alone his entire life.,76,0.9
1947,의미하다,uimihada,v.,verb,"mean, signify",이 말은 무엇을 의미합니까? — What do you mean by saying this?,76,0.83
1948,한숨,hansum,n.,noun,deep sigh,할머니는 긴 한숨을 내쉬셨다. — My grandmother gave a big sigh.,76,0.77
1949,깨끗하다,kkaekkeutada,a.,adjective,clean,마루를 깨끗하게 닦아라. — Wipe the floor clean.,76,0.93
1950,인사,insa,n.,noun,"figure, personage",그는 헐리우드의 유명 인사 중 하나야. — He is one of Hollywood’s celebrity figures.,76,0.76
1951,망하다,manghada,v.,verb,"fail, go bankrupt",우리 집안은 단숨에 망했어. — Our family went bankrupt in a flash.,75,0.68
1952,처,cheo,n.,noun,"office, branch",정부의 각 처에서 대책을 마련했다. — Each branch of the government prepared measures.,75,0.76
1953,외교,oegyo,n.,noun,diplomacy,양국은 우호적 외교 관계를 이어가고 있다. — The two countries continue to have friendly diplomatic relations.,75,0.75
1954,걸어가다,georeogada,v.,verb,walk,앞에 걸어가는 사람이 누구예요? — Who is that walking ahead?,75,0.77
1955,운명,unmyeong,n.,noun,destiny,우리가 다시 만난 건 운명일까? — Is this our destiny that we meet again?,75,0.98
1956,마주,maju,adv.,adverb,face to face,두 사람은 마주 보고 섰다. — Two people stood face to face.,75,0.81
1957,친하다,chinhada,a.,adjective,close,친한 친구가 많아요? — Do you have many close friends?,75,0.6
1958,돼지,dwaeji,n.,noun,"pig, hog, boar",농부는 돼지를 몇 마리 키웠어. — The farmer raised several pigs.,75,0.76
1959,소비자,sobija,n.,noun,consumer,소비자 보호를 위한 법률이 더 필요해요. — More legal regulations are needed for consumer protection.,75,0.73
1960,짐승,jimseung,n.,noun,"beast, animal",짐승도 새끼를 위하지. — A beast also takes care of its young.,75,0.83
1961,실수,silsu,n.,noun,mistake,"제 실수로 일이 커졌습니다. — Because of my mistaken, the problem worsened.",75,0.77
1962,곡,gok,n.,noun,"(a piece of) music, tune",참 아름다운 곡이구나. — It is such a beautiful tune.,75,0.82
1963,예산,yesan,n.,noun,budget,예산이 세워졌습니다. — The budget has been set up.,75,0.7
1964,육십,yuksip,num.,number,sixty,어머님이 올해 육십 세가 되십니다. — My mother turns sixty years old this year.,75,0.22
1965,기울이다,giurida,v.,verb,"lean, tilt; devote",몸을 조금 앞으로 기울이세요. — Lean your body forward a little.,75,1.0
1966,항,hang,n.,noun,"section, clause",법률 몇 조 몇 항에 그렇게 되어있니? — In what article and what section does it say that?,75,0.75
1967,아주머니,ajumeoni,n.,noun,aunt; middle-aged woman,가게 아주머니께서 알려 주시더라구. — The middle-aged woman at the store told me.,75,0.75
1968,하인,hain,n.,noun,servant,그들은 집에 하인을 두었다. — They had servants at home.,75,0.44
1969,물질,muljil,n.,noun,"matter, material, substance",이건 인체에 유해한 물질이다. — This is a material that is harmful to the human body.,74,0.86
1970,얼다,eolda,v.,verb,"freeze, be frozen",간밤에 연못이 얼었다. — The pond froze last night.,74,0.59
1971,들다,deulda,aux.,auxiliary predicate,"try, take",딸아이가 아빠와 같이 나가려 들었다. — The child tried to go out with her father.,74,0.93
1972,비밀,bimil,n.,noun,secret,우리 사이에 비밀은 없어요. — There are no secrets between us.,74,0.99
1973,마는,maneun,p.sub.,subsidiary particle,"but, only",나도 어리석다마는 너도 그렇구나. — I am stupid but you are too.,74,0.35
1974,명령,myeongnyeong,n.,noun,order,군인들은 사령관의 명령을 기다렸다. — The military men waited for the commander’s order.,74,0.98
1975,냐는,nyaneun,e.,"ending, connective, final","RELATIVE, QUESTION",언제 오냐는 물음에 답을 할 수 없었다. — I couldn’t answer the question of when I would come back.,74,0.94
1976,어머님,eomeonim,n.,noun,mother (HONORIFIC),저희 어머님은 지금 안 계신데요. — My mother-in-law is not here now.,74,0.56
1977,판,pan,n.,noun,"edition, printing",그 책은 몇 번째 판이지요? — What edition is the book?,74,0.78
1978,욕,yok,n.,noun,"swearing, curse, profanity",욕을 사용하지 맙시다. — Let’s not use swear words.,74,0.64
1979,박다,bakda,v.,verb,drive into; set into; embed,지훈은 졸다가 앞차를 밖았다. — Jihun dozed off and drove into the car ahead.,74,0.81
1980,상처,sangcheo,n.,noun,"injury, abrasion",이 연고가 상처에 잘 듣습니다. — This ointment works well on injuries.,74,0.98
1981,파악하다,paakada,v.,verb,"grasp, comprehend",문제의 요점을 파악하세요. — Grasp the point of the problem.,74,0.89
1982,문자,munja,n.,noun,"letter, character",한글은 우수한 문자 체계입니다. — Hangeul is an outstanding letter system.,74,0.81
1983,소개하다,sogaehada,v.,verb,introduce,신작을 소개하는 자리였어요. — It was an event to publicize a new work.,74,0.93
1984,주머니,jumeoni,n.,noun,pocket,주머니에 만 원밖에 없었어요. — I have only ten thousand won in my pocket.,74,0.82
1985,단순하다,dansunhada,a.,adjective,simple,디자인이 단순하네요. — The design is simple.,74,0.96
1986,풀리다,pullida,v.,verb,"get loose, come untied",신발끈이 풀렸구나. — The shoelace became untied.,74,0.94
1987,초,cho,n.b.,noun (bound),second,"게임에서는 몇 초가 긴 시간이라구요. — In a game, several seconds is a long time.",74,0.76
1988,통합,tonghap,n.,noun,"combination, integration",당의 통합이 가장 급한 과제입니다. — The integration of political parties is the most urgent task.,74,0.76
1989,임금,imgeum,n.,noun,king,세종 대왕은 훌륭한 임금이었다. — Sejong the Great was a great king.,74,0.77
1990,속도,sokdo,n.,noun,speed,우리는 더욱 속도를 냈다. — We accelerated even more.,74,0.95
1991,최대,choedae,n.,noun,"maximum, biggest",최대의 효과를 내라. — Generate the maximum effect.,74,0.75
1992,본래,bollae,n.,noun,originally,"본래 저는 영국에서 태어났습니다. — Originally, I was born in England.",74,0.84
1993,교통,gyotong,n.,noun,"transportation, traffic",교통이 좀 복잡하네요. — Traffic is rather busy.,73,0.83
1994,시각,sigak,n.,noun,"view, perspective",객관적 시각에서 문제를 분석하세요. — Analyze the issue from an objective perspective.,73,0.9
1995,개방,gaebang,n.,noun,open,그들은 문호 개방 정책을 실시할 것이다. — They will start an open-door policy.,73,0.71
1996,사방,sabang,n.,noun,"every side, every direction",사방에 안개가 자욱했다. — There was fog in every direction.,73,0.71
1997,대단하다,daedanhada,a.,adjective,"great, immense",그의 힘과 에너지는 실로 대단하다. — His power and energy is really great.,73,0.89
1998,감사,gamsa,n.,noun,"inspection, audit",우리 부서가 감사를 받았지. — Our department was audited.,73,0.74
1999,마침,machim,adv.,adverb,just at that time,마침 친구가 집으로 찾아왔어요. — Just then my friend came to my house.,73,0.86
2000,궁금하다,gunggeumhada,a.,adjective,wonder,그 사람이 누군지 궁금하지 않습니까? — Don’t you wonder who that is?,73,0.84
2001,초기,chogi,n.,noun,"beginning, the early part (of)",20세기 초기에 엄청난 변화가 있었다. — There was s. much change at the beginning of the twentieth century.,73,0.84
2002,쌓이다,ssaida,v.,verb,"pile up, stack up",조금씩 눈이 쌓이네요. — The snow is stacking up little by little.,73,0.93
2003,형편,hyeongpyeon,n.,noun,circumstances,이런 건 우리 형편에는 맞지 않아. — This sort of thing is not suitable for our circumstances.,73,0.96
2004,개선,gaeseon,n.,noun,improvement,작업 환경의 개선이 필요합니다. — Improvements in the working conditions are needed.,73,0.73
2005,싸다,ssada,a.,adjective,"cheap, inexpensive",음식 값이 싸군요. — The price of food is cheap.,73,0.73
2006,꾸다,kkuda,v.,verb,dream,이상한 꿈을 자꾸 꾸곤 했었지. — I used to have strange dreams.,73,0.71
2007,기록하다,girokada,v.,verb,"record, document",민지는 모든 걸 일기에 기록해. — Minji records everything in a diary.,73,0.74
2008,무,mu,n.,noun,white radish,국에 무를 조금 넣으세요. — Put some white radish in the soup.,73,0.67
2009,비로소,biroso,adv.,adverb,at last; for the first time,"비로소 민서가 어른같구나. — For the first time, Minseo seems like an adult.",73,0.94
2010,그르다,geureuda,a.,adjective,"wrong, incorrect",일이 성공을 거두긴 그른 듯해. — It seems wrong that the work will succeed.,73,0.36
2011,의도,uido,n.,noun,"intention, purpose",나는 그럴 의도가 없었거든. — I didn’t have any intention of doing so.,73,0.95
2012,도착하다,dochakada,v.,verb,"arrive, get to",우리는 부산에 곧 도착합니다. — We are arriving at Busan soon.,73,0.99
2013,하도,hado,adv.,adverb,"too much, very","하도 힘들어서 포기했지. — As it was too difficult, I gave up.",73,0.52
2014,요인,yoin,n.,noun,"main factor, cause",실패의 요인을 분석해 보세요. — Analyze the factors contributing to failure.,73,0.83
2015,답,dap,n.,noun,"answer, solution",나는 답을 알고 있었다. — I know the answer.,73,0.69
2016,느라고,neurago,e.,"ending, connective, final","CONNECTIVE, while, as",일을 마무리하고 오느라고 늦었습니다. — I am late because I came after wrapping up work.,73,0.67
2017,꾸미다,kkumida,v.,verb,"decorate, adorn",지민이는 집을 꾸몄어요. — Jimin decorated her house.,73,0.97
2018,평균,pyeonggyun,n.,noun,average,제 키는 딱 한국인 평균이랍니다. — My height is just the average for Koreans.,73,0.73
